sky_id,quick_ref,sky_pos,ffstuff_team,sky_value,sky_status,own,1k_own,review_player,fpl_code,fbref_code,fbref_player,tff_id,ffstuff_player,fpl_id,fanteam_id,short_team,FW,LW,RW,AM,DM,LB,CB,RB,GK,CM,WB,LM,RM,pos_sum,pos_g,pos_xg,pos_npxg,pos_a,pos_sot,pos_pass,pos_tack,pos_og,pos_yc,pos_rc,pos_p_start_given_mins,pos_p_60_given_start,pos_p_90_given_start,fin_skill,on_pens,past_g_weight,past_xg_weight,past_npxg_weight,past_a_weight,past_sot_weight,past_pass_weight,past_tack_weight,past_yc_weight,noise_factor,sv_per_sot,games_in_min_sample,apps_in_min_sample,sample_xmins,sample_p_start,sample_p_60_given_start,sample_p_90_given_start,bl_g,bl_xg,bl_npxg,bl_a,bl_pass,bl_tack,bl_sot,bl_yc,bl_rc,bl_og,bl_sv_per_sot,bl_xmin,bl_p_start,bl_p_60_given_start,bl_p_90_given_start,pos_bl_p_60_given_start,pos_bl_p_90_given_start,pos_open_cross,pos_key_pass,pos_successful_dribbles,pos_fouls_drawn,pos_clearances,pos_blocks,pos_recoveries,pos_interceptions,pos_net_tack,pos_elts,pos_tackled,pos_offsides,pos_fouls_committed,bl_open_cross,bl_key_pass,bl_successful_dribbles,bl_fouls_drawn,bl_clearances,bl_blocks,bl_recoveries,bl_interceptions,bl_net_tack,bl_elts,bl_tackled,bl_offsides,bl_fouls_committed,bl_pass_comp%,past_open_cross_weight,past_key_pass_weight,past_successful_dribbles_weight,past_fouls_drawn_weight,past_clearances_weight,past_blocks_weight,past_recoveries_weight,past_interceptions_weight,past_net_tack_weight,past_elts_weight,past_tackled_weight,past_offsides_weight,past_fouls_committed_weight,bl_winning_goal,bl_bcc,bl_g_outside_box,bl_bcm,bl_eltg,bl_eltfkg,bl_eltpen,bl_s_off_t,bl_p_30_pass,bl_p7079_pass_comp,bl_p8089_pass_comp,bl_p90100_pass_comp,fpl_pos,fpl_cost,bl_bps,tff_value
397,"Palmer,Cole",MID,Chelsea,6.5,A,13.92,90.0,Palmer,244851.0,dc7f8a28,Cole Palmer,244851.0,"Palmer,Cole",362.0,242906.0,CHE,0.11,0.0,0.48,0.33,0.0,0.0,0.0,0.0,0,0.08,0.0,0.0,0.0,1.0,0.27343186870856,0.2679962150346507,0.2417331342070162,0.2001749604825425,0.7954226511112112,32.74795109914174,1.5583423515319554,0.000406369706589,0.1373939869362961,0.0032929421893705,0.6515592750879593,0.9027074074725778,0.3971710625284299,0.99,0.8,0.5087182107301791,0.6493658241022461,0.6389021400344668,0.5085365870583437,0.9431119560324702,1.0,0.9968718940254044,0.2968802913655293,1.491281789269821,0.0,39,17,32,0.33,0.33,0.15,0.4605827389874646,0.4866984098495692,0.2693186560444887,0.2085768953458536,40.98577280867922,0.9063283675807672,0.9792737619884508,0.2170537736966515,0.0046017769729313,0.0005678881227598,0.0,74,0.3234,0.88,0.32,0.9,0.38,1.8969135,1.937842,3.761712,1.7550719999999995,0.7586631,1.1271078,5.337317699999999,0.6547437,0.3043520999999999,0.0112202999999999,3.835644,0.332419,1.2121434000000002,1.5776234105153526,1.93678061895522,3.604885854216783,1.4547561712068904,0.7425413331590303,0.9444546781947012,4.610886964260047,0.6298094760055013,0.7373335023547243,0.0302727385517085,3.629312395094293,0.2885623136850911,1.1234029983935483,82.47857142857143,0.3464325941209035,0.3464325941209035,0.3464325941209035,0.3464325941209035,0.6493658241022461,0.6493658241022461,0.6493658241022461,0.6493658241022461,0.6493658241022461,0.3464325941209035,0.3464325941209035,0.2284698386946839,0.3464325941209035,0.1151456847468661,0.5363393785752683,0.0486698409849569,0.4866984098495692,0.0060545477103417,0.0030272738551708,0.0030272738551708,0.9891654161499502,0.76,0.21,0.16,0.13,3.0,58.0,25.29,2.5
13,"Saliba,William",DEF,Arsenal,9.0,A,34.76,87.4,Saliba,462424.0,972aeb2a,William Saliba,462424.0,"Saliba,William",20.0,1677493.0,ARS,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0659999991442258,0.0712799989640628,0.0712799989640628,0.0277200024322001,0.1852483646156701,56.825999837828725,1.1627800283538303,0.0129999996587822,0.1328400008567977,0.0060999999167428,0.9299999972702576,0.9699999996587816,0.9099999959053864,0.99,0.0,1.0,1.0,1.0,0.986451704113877,1.0,1.0,1.0,0.7813907846077102,1.0,0.0,40,29,65,0.72,0.72,0.72,0.0264989376524558,0.0082796976935878,0.0082796976935878,0.0105931922691192,69.55702130333573,1.0981560010460742,0.0446583381378374,0.1204767832127126,0.0047315922478237,0.0100837210568438,0.0,86,0.7056,0.95,0.83,0.97,0.91,0.26664,0.34188,0.51156,0.70308,3.65284,1.1327,5.17282,1.13082,0.23876,0.0488799999999999,0.28602,0.05016,0.6984199999999999,0.0404368156640482,0.2099214647179948,0.3563498061712297,0.4833017963867738,2.297390583815564,0.7189486902119879,6.181484558868507,0.6927228015863366,1.0700738233154712,0.1096141093414526,0.2392367138432843,0.0190791954781368,0.6329491360849067,91.84337349397592,0.8497219298849275,0.8497219298849275,0.8497219298849275,0.8497219298849275,1.0,1.0,1.0,1.0,1.0,0.8497219298849275,0.8497219298849275,0.6566399784300083,0.8497219298849275,0.0066247344131139,0.0551286642467785,0.0008279697693587,0.0082796976935878,0.0219228218682905,0.0109614109341452,0.0109614109341452,0.045109432462462,0.93,0.03,0.03,0.61,2.0,56.0,19.06,3.6
645,"Watkins,Ollie",FOR,Aston Villa,9.3,A,40.25,86.4,Watkins,178301.0,aed3a70f,Ollie Watkins,178301.0,"Watkins,Ollie",60.0,183114.0,AVL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.3723188911998086,0.4014385102784362,0.3619186569603936,0.1310406027709808,0.9918183025066776,17.388667864955504,0.6943344592505193,1.5555943215398683e-09,0.1503797148023358,0.0045499884915588,0.6599998872558285,0.9099998753622508,0.479998997884712,0.97,0.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,39,39,88,1.0,1.0,0.67,0.4040596281374647,0.4750341470883393,0.4024745258975822,0.1654874652589114,11.329508793110524,0.3618534320171155,1.0766775490391804,0.1696959723186296,0.0049711395189944,1.6995815311789535e-09,0.0,84,0.98,0.98,0.59,0.91,0.48,0.62816,1.1003200000000002,2.53162,1.43059,0.69342,0.66703,2.4024,0.19565,0.09919,0.00546,2.74562,0.63232,1.11657,0.2496509193942626,1.174823595003208,1.8461074728310336,1.0370766700793494,0.8563333633900884,0.6815244789704985,2.0150498987318537,0.1906681627666815,0.4030455186635732,0.0,2.073669493041126,0.4862436802849623,0.8139090033776872,70.07307692307693,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8864397521847065,1.0,0.1010149070343661,0.3350777650655298,0.0475034147088339,0.4750341470883393,0.0,0.0,0.0,1.1099768546795674,0.0,0.0,0.0,0.0,4.0,89.0,17.78,5.5
398,"Rodri,",MID,Man City,9.4,A,23.9,74.9,Rodri,220566.0,6434f10d,Rodri,220566.0,"Rodri,",365.0,132974.0,MCI,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0,0.09,0.0,0.0,0.0,1.0,0.1218588196686594,0.1145226631724205,0.0991296147263023,0.1074339079559064,0.3704159346153111,76.71209733925707,1.6789279172040743,0.0037572573555106,0.1830646332075013,0.0028925448461619,0.7622766441208786,0.9110669330568072,0.651638045822337,1.07,0.0,0.9425818500164982,1.0,1.0,0.9551573813288634,1.0,1.0,1.0,0.878290293991403,1.0574181499835018,0.0,38,34,72,0.82,0.76,0.61,0.100401114133193,0.1393552759589859,0.1393552759589859,0.105799291082486,105.82758217580198,2.0785937455035297,0.6707314601639595,0.2403161767036706,0.0044754553259083,0.0058133713863901,0.0,83,0.8036,0.9,0.63,0.91,0.65,1.0603818000000005,1.5299235,2.2043448,1.7800775999999998,1.07628,0.9394275,4.963807500000001,0.9580725,0.2712974999999999,0.0171825,1.684788,0.0626076,0.9904275,0.2399396844936139,1.0691017424244238,1.4541867139063311,0.8728238297606454,1.235917099348556,0.809555318118478,8.188518045275393,0.9840251829109008,2.105896665798519,0.0868370821865568,0.7583550540852929,0.1279915091156237,1.4246336133948605,91.0486111111111,0.906770974587962,0.906770974587962,0.906770974587962,0.906770974587962,1.0,1.0,1.0,1.0,1.0,0.906770974587962,0.906770974587962,0.7819533935801029,0.906770974587962,0.0251002785332982,0.2937252583767274,0.0139355275958985,0.1393552759589859,0.0173674164373113,0.0086837082186556,0.0086837082186556,0.626851831928934,0.96,0.04,0.04,0.59,3.0,56.0,20.07,4.0
369,"van Dijk,Virgil",DEF,Liverpool,9.9,A,21.01,73.5,Van Dijk,97032.0,e06683ca,Virgil van Dijk,97032.0,"van Dijk,Virgil",313.0,23238.0,LIV,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0734999999999999,0.0793799999999999,0.0793799999999999,0.0308699999999999,0.2004593096800447,56.82599999999997,1.2493699999999996,0.0129999999999999,0.1361199999999999,0.0060999999999999,0.9299999999999996,0.9699999999999996,0.9099999999999996,1.02,0.0,1.0,1.0,1.0,0.9862318555086748,1.0,1.0,1.0,0.8493542373902053,1.0,0.0,40,34,75,0.82,0.82,0.82,0.0183997831186411,0.0736082640787966,0.0736082640787966,0.0143146015201108,73.12951560071558,1.425928215159233,0.3714461203557826,0.0264586496343715,0.0010391341789525,0.0022145482502266,0.0,85,0.8036,0.96,0.86,0.97,0.91,0.29694,0.38073,0.51156,0.70308,3.92486,1.2170500000000002,5.5580300000000005,1.21503,0.25654,0.05252,0.28602,0.05586,0.75043,0.0151957720668042,0.2850892767177607,0.1037817902178328,0.2325533930928936,4.696952461620758,1.2898975155606776,5.41808683252439,1.1105855045364188,1.3422935982492143,0.0356702273338583,0.0830651356707104,0.0455826707339973,0.5558157395599798,89.71325301204818,0.9488254459931156,0.9488254459931156,0.9488254459931156,0.9488254459931156,1.0,1.0,1.0,1.0,1.0,0.9488254459931156,0.9488254459931156,0.8152972650472994,0.9488254459931156,0.0045999457796602,0.0748509695594679,0.0073608264078796,0.0736082640787966,0.0071340454667716,0.0035670227333858,0.0035670227333858,0.3641628630939045,0.93,0.06,0.06,0.5,2.0,63.0,19.48,5.3
21,"Saka,Bukayo",MID,Arsenal,10.4,A,44.25,68.4,Saka,223340.0,bc7dc64d,Bukayo Saka,223340.0,"Saka,Bukayo",19.0,106430.0,ARS,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0,0.0,0.07,0.0,0.0,1.0,0.3030297414115278,0.2869573996085715,0.2638312710516895,0.2522222532361451,0.8582892461564567,32.4375921499167,1.2827725278320774,0.000313780478895,0.0928046638721656,0.0024872547739062,0.6587687086918538,0.9008840508577592,0.3960954243135091,1.03,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.972444815379466,1.0,0.0,40,38,80,0.93,0.9,0.57,0.3221359269802384,0.3273844920351889,0.2302556163813166,0.2457082227893282,35.16134814783229,2.063428766170795,0.8767813989791154,0.1378730309111165,0.0022078711030134,0.0002785347360914,0.0,81,0.9114,0.9,0.49,0.9,0.38,2.8746828000000004,2.2617012,4.617534600000001,1.994517,0.6068828000000001,0.9578882,4.2494486,0.5715482000000001,0.2745927999999999,0.00611,4.8215286,0.401808,0.8268333999999999,2.450050238864972,2.277252516777624,4.587231749186452,2.2203708870725567,0.4084928463178267,1.4540525324905302,4.154163685055114,0.3290335694117167,2.1183865975670155,0.0222816538084136,4.559600797957429,0.3059594491515425,1.299927363867446,74.12916666666668,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8594876872701835,1.0,0.0805339817450596,0.630740184891738,0.0327384492035188,0.3273844920351889,0.0044563307616827,0.0022281653808413,0.0022281653808413,0.8512440766787528,0.67,0.35,0.23,0.01,3.0,91.0,29.5,5.7
72,"Groß,Pascal",MID,Brighton,8.2,A,11.79,59.2,Groß,60307.0,8aec0537,Pascal Groß,60307.0,"Groß,Pascal",134.0,45084.0,BHA,0.0,0.0,0.0,0.08,0.23,0.1,0.0,0.11,0,0.03,0.0,0.0,0.46,1.0,0.1238494405416879,0.1283950925324027,0.1175907714074393,0.1206876652889884,0.4802686562891193,54.634011087698816,1.7816812327651848,0.0027501357788674,0.1602175841544153,0.0042555342547221,0.7311161093588908,0.9098636671090428,0.5717278281635026,1.04,0.09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9254358029688192,1.0,0.0,40,37,81,0.9,0.9,0.82,0.1298600144844969,0.1652694232797936,0.1652694232797936,0.257083312346345,72.41635015075472,1.5136221716307163,0.5803646310471904,0.135963550926475,0.0037252095570765,0.0024074138459411,0.0,74,0.882,0.9,0.66,0.89,0.47,2.0875813,1.5490587,2.8457729999999994,1.7389071000000005,1.3098631,1.0998897,5.2182949,0.8548176,0.2648282,0.0193466,2.67099,0.1410507,1.0487022,1.930819242077941,2.629941647310289,1.0084468876884185,0.5509738338500164,0.9411554457428836,1.0448556132117004,4.199664920035992,0.547099776535783,1.7356295986888508,0.0643389370362626,0.9233376975078824,0.1915203232304128,0.870154595871971,79.27462686567166,0.9951089868811336,0.9951089868811336,0.9951089868811336,0.9951089868811336,1.0,1.0,1.0,1.0,1.0,0.9951089868811336,0.9951089868811336,0.803196916913924,0.9951089868811336,0.0324650036211242,0.7217562399141584,0.0165269423279793,0.1652694232797936,0.0128677874072525,0.0064338937036262,0.0064338937036262,0.5580429144684522,0.93,0.38,0.35,0.08,3.0,65.0,26.76,3.7
3212,"Pedro Porro,",DEF,Tottenham,7.8,A,14.2,34.5,Pedro Porro,441164.0,27d0a506,Pedro Porro,441164.0,"Pedro Porro,",506.0,2930177.0,TOT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0,0.0,0.0,0.0,0.09,1.0,0.0493752292809223,0.0504788056247008,0.0493499780432871,0.0963344221117652,0.2160828355078935,48.479794294776966,2.2854942293542835,0.0029051341199641,0.1826802451611325,0.0051376300536026,0.8345533090728559,0.953694285090068,0.7607841553123317,0.99,0.0,0.8722537353244204,1.0,1.0,0.908188387461236,1.0,1.0,1.0,0.52087622021529,1.1277462646755796,0.0,38,34,75,0.84,0.84,0.63,0.0271100215111905,0.1067684143691099,0.1067684143691099,0.2299256832728249,53.75486877522836,3.015402919838784,0.469978191596332,0.1051938315587791,0.0034795831743396,0.0019675717592664,0.0,83,0.8231999999999999,0.95,0.71,0.96,0.79,2.8882890000000003,1.1853154,1.862148,1.123344,2.5158399000000005,1.2157969000000002,6.023950400000001,1.2078726000000002,0.447445,0.0440251,1.7246280000000005,0.0929396,1.0104845,3.121764502302224,1.721737793817816,2.1413653028132904,1.133728583770051,2.6879064932849714,2.1617635576195537,5.522999639209503,1.1390363927503693,2.831041114658416,0.0733898419983394,2.143138694786622,0.0668631891218138,0.96606901974736,73.69642857142857,0.6470163976062456,0.6470163976062456,0.6470163976062456,0.6470163976062456,1.0,1.0,1.0,1.0,1.0,0.6470163976062456,0.6470163976062456,0.4355359428065172,0.6470163976062456,0.0067775053777976,0.4879158692726602,0.0106768414369109,0.1067684143691099,0.0146779683996678,0.0073389841998339,0.0073389841998339,0.474725446056901,0.87,0.46,0.4,0.01,2.0,59.0,33.17,3.7
100,"Dunk,Lewis",DEF,Brighton,8.3,A,9.54,33.1,Dunk,83299.0,282f75f3,Lewis Dunk,83299.0,"Dunk,Lewis",129.0,45008.0,BHA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0595,0.06426,0.06426,0.02499,0.1967103400471502,66.29700000000001,1.1256700000000004,0.013,0.1476,0.0091,0.9300000000000004,0.9700000000000002,0.9100000000000004,0.96,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9040198478675612,1.0,0.0,40,34,76,0.85,0.85,0.8,0.0,0.070683290635055,0.070683290635055,0.0137569416218302,101.3277769089954,0.9187781221196952,0.2932337638542216,0.167882129615163,0.0098360330955979,0.0140514758508541,0.0,41,0.833,0.96,0.86,0.97,0.91,0.24038,0.30821,0.59682,0.8202600000000001,3.5362600000000004,1.09655,5.0077300000000005,1.0947300000000002,0.23114,0.04732,0.33369,0.0452199999999999,0.67613,0.029326643782632,0.2592889991077119,0.2522964661590832,0.5363027704611327,2.146962958433566,1.5853923934737617,6.911467694063116,0.92008226791913,0.9305679267927262,0.0563705562864784,0.0606579288922398,0.0323969042610768,0.528165829184662,88.45124999999999,0.962609096524744,0.962609096524744,0.962609096524744,0.962609096524744,1.0,1.0,1.0,1.0,1.0,0.962609096524744,0.962609096524744,0.8094953425258983,0.962609096524744,0.0,0.0682614851823855,0.0070683290635055,0.070683290635055,0.0112741112572956,0.0056370556286478,0.0056370556286478,0.3054518373481475,0.96,0.08,0.08,0.45,2.0,50.0,16.8,3.5
383,"Foden,Phil",MID,Man City,9.5,A,16.87,30.7,Foden,209244.0,ed1e53f3,Phil Foden,209244.0,"Foden,Phil",353.0,55898.0,MCI,0.01,0.08,0.44,0.46,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.01,1.0,0.3633013003071531,0.3502377199054182,0.3148978542168238,0.2843417977686875,1.0229863191327426,46.62141658921905,0.9930958626395636,0.0004787975020168,0.0891103796211425,0.0009243799542734,0.6378040195767368,0.8992975917549798,0.360384718905746,1.07,0.0,0.8719916268985978,0.940935532621604,0.940935532621604,0.872805063751989,1.0,1.0,1.0,0.679525590564998,1.128008373101402,0.0,38,34,63,0.71,0.66,0.47,0.3154106970810322,0.2041521158617378,0.2020647855176169,0.2243862728285556,43.33081262783424,0.8430370555678222,1.0228576658084367,0.0285575962836144,0.0001699598300107,8.803343438611015e-05,0.0,74,0.6958,0.88,0.41,0.9,0.33,2.7706770000000005,2.7715491,5.5800528,2.4717672,0.4351350000000001,0.720825,3.452160000000001,0.396705,0.19176,0.007035,5.634383999999999,0.4112793,0.7573125,1.948020234372931,2.3026778268875145,4.245982478394389,1.9446537023613208,0.5252630816520152,0.9440067845700364,3.939426215149571,0.455724700273679,0.8311284461601003,0.023586880224246,3.841931669074025,0.3565361494606546,0.5560153529788285,81.81111111111109,0.7513387942289524,0.7513387942289524,0.7513387942289524,0.7513387942289524,0.9839186467226853,0.9839186467226853,0.9839186467226853,0.9839186467226853,0.9839186467226853,0.7513387942289524,0.7513387942289524,0.6220399837521539,0.7513387942289524,0.078852674270258,0.6317660249290176,0.0204152115861737,0.2041521158617378,0.0047173760448492,0.0023586880224246,0.0023586880224246,0.9559417437462024,0.79,0.25,0.2,0.12,3.0,80.0,27.04,5.0
